postcode,price
NE290EQ,73124.9176
NE298SS,77582.56034
TA202DF,98736.08149
YO125PX,97768.7239
BL15LZ,99438.94392
DH96LA,61640.76181
NE446EQ,50235.75431
TF31PQ,82726.41082
TS197LG,99038.36466
M308DR,96341.49917
NG229TR,58117.40719
ST136JE,80814.04222
ST136BB,87364.64546
TQ122BS,98305.43254
BD112AB,93932.59437
CF417TH,68147.95305
CV345XS,90611.06772
NG244PB,94671.69369
S627NR,67679.51855
CA79SF,80000
DN311XU,66165.7582
DN386HS,77693.44044
NR322EB,84774.37427
DL148SP,55562.29526
DL140SD,92748.6951
DL146XN,59481.43144
L49TT,86569.40771
CF433AN,64427.90487
NE95PP,96068.17975
NG166NG,66263.44574
WA29PS,76648.68451
LA139RA,96609.3201
LA31BS,93757.70175
LA31QX,97892.67546
LA31AW,99072.39548
OL129DZ,70407.40509
OL120RZ,71332.329
CH493GS,84994.49686
MK417DD,87238.54001
CF349PA,91419.73688
CF340NP,88596.68058
DN146EG,64680.02124
HX49EW,75702.90769
L117AQ,86338.51124
L132AL,63887.98249
NG210TT,87040.67348
PL14RB,98000
SR83DS,95088.28434
HU93DF,38536.38282
TS54QA,81902.91217
WR25QE,82357.98816
L56QN,65657.4214
NP114PX,66200.58093
WA95NB,99074.08778
WA95EZ,63569.10959
WA91LX,59562.88094
BA126HT,82402.07974
NE482BU,78000
BB31PD,65906.11952
BB33AJ,93350.83676
BB33HZ,51725.79297
BB32SB,82192.88877
CF629DW,78487.7054
LS97QR,73017.43078
LS90HS,68577.51509
LS90NH,70583.50088
ST32DW,74638.40261
TS214DW,62027.91418
ST37BW,88689.54872
BD39PL,74515.73394
BD38AD,85776.03222
BD62DZ,70027.18918
OL69EN,65929.13145
SK151TF,62942.3535
B312JZ,92757.71511
BD212PR,69188.01783
BD213JP,48039.34073
CA289LJ,63179.44784
S446QB,63741.88456
SA731TT,83874.13092
BB114JY,47718.51695
BB112SD,54406.33611
DN345EH,42000
HD63JU,85494.80491
SA149EL,62668.14476
NG317XE,99930.49669
B661TE,96053.17304
IP75LF,98960.22741
IP75DL,96607.68402
TS30BD,92970.81627
DE554TF,98332.40005
HU165BT,89612.4991
M405QR,80603.36904
WF103NE,69729.03867
CH454LY,89815.0525
TS104SW,80249.54024
BD40EG,75849.75519
BD47JU,80389.13501
BD48PR,70265.74092
SR48AS,99365.87116
WN34PN,91021.24512
BD133DB,82548.46089
CF336AN,72091.7312
IP28JJ,95196.28389
IP256JP,98976.58557
S740AT,89437.01733
LL146NR,73632.9796
BD57AR,96251.82056
BL36UF,72779.25976
BL34JA,84217.94593
BL33BD,95941.74365
DH62HA,55487.5
DH65DY,71365.06254
M80RA,57739.37816
OL59BW,98978.88703
S654HG,69637.6948
CH652EP,65664.09157
CH66BX,78804.16904
CT93RJ,79239.06426
OL130RT,59237.40229
TS36NP,64252.21465
TS37PH,85377.68879
WN24SZ,81965.20243
WN23TF,45475.55515
HU93SG,27091.93316
NG86HS,67692.12229
WV146EB,82500
HX35SA,93145.00273
NE464JW,87000
LE673PT,90271.14527
S434QD,44420.5311
SA126RW,79753.12938
WA59PQ,87165.72856
WA50JA,84451.59644
WA50HU,70316.25074
WA50HN,95050.80218
WA50EQ,97223.97633
CF328EW,71403.90442
NN180LP,93999.60055
S139NA,95146.5134
S141GY,55317.11444
S141PD,64449.4738
LA158LY,77000.70829
LS146ES,70323.0403
SA112LG,68246.96615
SA111PN,67363.83659
SA112LS,81403.30394
SK141LL,68404.62221
NE100HS,60180.87506
LA145SX,63530.0154
TS248JQ,72280.10513
TS101BU,67255.59131
ST44PL,72296.95596
M458PP,92912.35026
M456BY,73028.9734
S25BW,73884.7589
S25FG,48507.56318
CA30BW,92748.56649
WS33DA,78873.51503
L261TF,87747.53972
BD213AW,29557.42671
LE35RG,90271.22005
LL651PT,95066.30165
NE63BA,96381.64404
NE62HQ,92565.80575
TS60TR,65439.80677
BL22NT,57444.01891
BL26BN,75022.95556
BL22PN,72580.62953
BL25LE,93627.92957
NE380HZ,89059.78132
NE380HR,67953.2529
NE388DW,75862.57319
PR58HH,75512.66974
WS115JP,96259.71741
S366GF,93745.99275
M187NN,49038.3072
BB15ND,69461.11281
BB11NX,88244.15282
MK109UB,36328.5
L98BB,91353.61171
LN35DE,91818.48127
M407AJ,40709.7301
TN288NN,96117.09827
DH59LJ,81153.40028
BL33FG,91560.09263
OL145BW,70766.57553
TN401FE,72866.2347
PL53TF,96896.07493
S58QJ,65271.55715
ST32EB,70881.13432
ST52SF,74292.84128
DH22RB,77603.08833
DH46RX,78339.92968
DH47NT,74172.10389
NG68AX,69276.64606
NG68DR,79606.90174
WN68RG,78369.67791
CH447DP,64718.9673
LS103PU,94919.4328
PL158HZ,98033.26355
WF94QU,37682.77809
BB15PB,88450.55571
BL81BE,74062.70024
DH78AZ,48140.14626
SA612EZ,90000
TS255RP,57750.17951
TS253EF,85500
DN40DG,81502.04241
LN60YP,74929.53944
LN60DU,35219.58998
SR79NJ,98436.4528
DY139PQ,73180.25928
HD45EX,62571.09503
BD193TZ,95586.77079
WS41PS,91519.12621
BB67HP,61153.42366
CH425NJ,71991.04898
S418UG,55580.2863
S728LJ,63294.53767
SR48AF,67879.78266
WF14AR,58312.12912
HU68NU,65052.93354
HU69HG,56252.02843
HU69AP,42298.56976
LE112AE,39196.30845
FY77DU,87013.0187
BB32EU,54536.66236
SY131NY,93574.17188
WF75JH,82179.80853
BD129PE,78459.00995
WS86JH,98414.30683
L219HH,97313.25796
WA31DS,96420.74076
WF156HF,43157.77769
WF156EP,82378.1322
B323UD,95886.46672
L202EF,60647.57095
L205AB,61116.57819
SR49BH,72796.53585
L302QE,83089.21168
NE323TD,90747.02035
OL70TE,54628.72299
ST28HW,21993.40892
WN22NW,58399.82935
B95LW,82179.0603
CF465RL,74559.5034
PR21QA,75795.16739
DN49DF,77214.5315
CF417QJ,16911.73599
NP49EN,49315.91657
SR84PR,69883.56411
B712PN,78715.66853
NG32QL,52100.15754
GL167JG,63699.34824
NN180QS,91800.63928
L336WD,67076.1075
DN124HY,59371.49499
BD162QE,90492.55876
CF484SJ,74916.77167
M244HY,90523.40023
ST46EU,92535.5355
NE129QZ,99011.32808
TF27NP,92500
SO196ES,85798.46685
M224WT,87500
WV12AT,86730.35954
DY148PE,87576.40039
TS69EA,95545.61686
BD24PJ,90250.62138
TS184JN,95738.85036
TS66EP,36290.91578
TS251ND,70959.1542
SA67AF,70099.25026
WF33JU,88515.04519
NG172JE,86663.75458
ST56HT,86342.35544
BD50TA,34000
NG172BH,82639.76394
BA151ES,70000
HU74NF,61178.72706
DE248EL,59767.21659
BN159QQ,99413.96727
GL510EA,81951.08296
CF466HW,60050.69189
NR32NZ,60462.09245
NE83EU,60077.51557
TS96RF,73591.83148
LL571RB,94009.35357
CV21JJ,68846.42608
DN48LA,69807.86538
YO243EW,51151.81048
M402SD,76876.71643
CH415EP,94078.44081
S91SL,71005.55558
CF482DH,49192.60445
WS33QJ,77552.35955
M308PD,39553.76604
SA182BD,66861.85103
DA125BF,70460.24444
DE224FG,49433.29029
SK95AP,70000
GL103UL,96088.43547
L311EH,90000
WF61AN,89805.17384
CB75ZW,68000
LS134RQ,77873.32862
EX201TA,65460.85833
S426YD,79148.37267
BL12PN,83000
LA141HD,30000
SK130DD,23602.29279
MK57DX,66068.07271
LN130NN,75634.38152
B111SR,96559.45219
WN24LQ,99950
WF14LG,29745.10436
LE131JQ,88803.79507
M347DG,84758.64628
NE426HP,90454.11942
NG348TU,81058.57286
OL69EH,62430.05506
S614QZ,74812.33644
S614AW,97441.7718
SP119SB,92665.66746
TW197QD,77519.85277
BD229EL,78650.1663
BD229EE,84513.4829
BD226DG,74231.62178
BD226AJ,95066.90503
BD227AU,78288.81891
CA13JU,87557.70845
DE214JX,91155.87508
DH97AG,50673.11997
DH98LJ,47358.20751
DN106PD,87841.9804
DN110NL,83880.08037
DN327LH,50464.88889
DN329SZ,93283.43212
DN327EH,67168.53744
FY16HQ,82457.15584
FY76DY,90294.8066
NE325XA,66573.41648
NE403AR,87428.04737
NP199HW,86573.56061
NP199SL,77108.4361
OL113LQ,79067.41336
OL112TA,66664.19989
S625NJ,65849.29559
BB99DL,38699.95596
CF356YG,91309.57464
DE236QW,64880.16804
NP447JW,93557.05086
NP444UX,90439.86536
NP441BJ,95436.39659
OL82SN,53938.0288
OL82RD,70500.66818
SA55PA,56282.95428
SR78DZ,92529.07829
DE231HZ,99733.19092
BB99YN,43790.36442
CH661PU,95192.03303
DE74AS,91055.17996
DE78PP,74145.21073
L79LP,84858.59909
L76HH,88201.32399
NG75AW,95671.12864
PE28PP,87694.5706
PE202BN,98431.37737
WF84DY,83871.39946
BA228QE,84378.35429
LN122AP,76128.94645
M264HQ,88764.58758
PL15HW,98730.22549
PR15EH,75779.70913
BH234WL,79757.45924
NP236ES,68002.12122
SA650DH,90000
ST68JF,76890.2771
ST65UG,85382.14648
ST63BX,71690.42215
TS202PZ,82104.27519
TS269LG,61706.34806
TS268PS,80144.6835
TS274BX,53677.18309
WN71NA,58126.92629
WN74DY,61136.91515
WN75EG,58000
WV113QL,76593.57779
WV111NT,93058.38718
BD211HQ,68260.26573
BD215BN,82555.93435
BD213AS,99038.2359
DN345UU,98114.34016
L98DZ,87466.89459
L99DN,94897.96551
LA145RG,70948.23577
NE646AP,89250
NE646NW,89713.8958
S614JP,98339.21274
SA40UN,98281.42338
WF92AL,65509.73857
WF93NJ,90120.11987
CF336NW,88287.335
CF336AP,80364.31926
S728XA,76953.86195
SR28AP,60455.28276
SR20BD,98817.56699
SS24ST,68871.38651
ST20DS,64957.9653
WS108JT,83388.25578
WV148LG,80723.40162
WV146HL,81759.64026
ST20QE,70000
WV149EG,93775.24155
DN212TT,77992.0091
DN212AL,93526.14006
FY53HB,99015.78715
FY53DJ,80299.67805
HU192HL,77259.59998
LS132LN,98031.57795
NE639EY,43237.8079
NG164AP,68916.8273
OL162UF,75151.21427
PE133PF,92151.35348
S139XE,90373.49975
S410LL,79021.11838
SA731TX,75120.46349
NE630HB,71062.3878
B347HU,98047.26037
B775JF,74899.79213
BB185AW,89596.5914
CF401BU,76013.22877
CF401EN,87027.19092
CF402SQ,82133.92189
CF470PW,68100.1392
CF827LZ,92584.60289
CF828EW,74348.85943
CO123BB,98474.72177
CW28PE,86786.93173
DL166HP,61783.262
DL166RD,58137.27401
DN227LR,96468.0534
DN226AS,81077.95336
HU55BS,93316.08887
HU51BX,44083.1367
M193AS,94498.44899
PE252RF,67132.01486
S667LS,65229.24104
BB186NS,70427.54405
S667JR,76886.94627
CF446DL,70400.73056
HD58UA,93928.62232
S713NB,76695.34037
S713LB,15686.0457
S712DZ,82817.27343
WF127RY,90882.04011
BB50HU,62714.67311
CF54BQ,97097.65907
CF55JB,75898.57943
DN121BQ,49976.21507
DY27NH,80952.37974
DY27LG,92724.52353
ME121BF,88372.29606
TS176DE,43698.57009
NE232FL,81046.57906
NE231WG,23320
NE250AS,58044.71489
NE462AP,86811.13321
SK178BW,94953.50235
WS32EZ,87608.67257
WS31QH,66592.72526
L178TS,83900.73871
CV65DA,90110.62638
CV62LH,73821.6263
CV61HD,98161.93322
DN75NY,41773.30819
L40SR,44626.18162
L45PJ,91528.00012
L40UB,54254.14627
L40TJ,69778.00155
L45RL,71363.75623
L45UU,64296.55893
L45UY,54468.09113
L45UD,70643.17392
L43SD,77877.83355
LL227YU,94863.93137
NE340LB,73135.10991
SK146PF,69378.81818
SK164NB,89852.09603
DH62QX,59378.14854
DH63HW,73968.74627
HU35AR,67735.08638
HU46QH,60765.19227
LE112EP,80436.37698
LE115JE,78788.51863
M188LT,73426.42939
M95PB,47831.84361
S252NG,78574.22696
S57EA,63872.57337
S810SD,76428.96034
TF13DR,72298.36992
DL41AX,56019.94581
L109NA,75840.36865
B659QQ,97376.94676
LS285UP,94157.94313
WS120RT,91861.11349
BD109RQ,93398.93284
LL116BS,97178.55475
LN58NL,97731.63729
LN57XA,97074.714
NE334SB,87686.58844
BB26NR,64817.08112
NG171FX,66952.6924
NG171FT,82329.61739
NG182QJ,79674.31694
NG182SG,64077.35594
NG185SG,65303.30592
NG57BP,92372.10062
NG59NZ,66174.57562
NG59EA,76958.41914
NG51HU,96858.17723
OL25SN,85234.76575
OL28SX,80738.59784
S402UL,76978.622
SP27HS,93550.45749
WA75LY,67012.89499
B369LX,94672.36052
BB120BU,51120.1811
BB47JA,98040.48797
BB48JP,69745.78204
HU165PY,87770.44338
L242TG,89216.91946
M188GE,61044.13374
MK145PB,83553.72621
S627NS,86943.97827
SA67AA,85268.93461
SK117SA,94240.88489
BB88BY,93386.72451
BD61TP,88359.54833
BD62RT,66894.83616
L328TN,84013.41925
L89RF,63507.11868
ST20JS,80990.80421
CF818JB,78308.83383
CF819LP,57330.58083
L66BE,60054.3072
L60BP,81087.56996
LD15DB,91100.27952
LS142BW,97381.9897
OL41EJ,77908.75759
TS134RP,99835.39534
YO164JE,70025.55427
M94LU,45981.82456
OL43NG,92427.56558
CA157HY,94255.87742
CW84AG,96155.5957
DN358QZ,82246.91953
DN59NA,47927.21697
FY38HF,96826.9104
FY37ER,73846.25109
NE332RH,75000
NN109TP,91653.99871
OL158BJ,71443.40545
OL158BN,80041.11941
S749PN,83745.1804
S740QY,71240.29622
SR32TJ,78448.38725
SR34LR,77131.6072
TS249QX,79587.89557
TS249PD,87801.7413
TS42JY,60000
TS57ND,83394.1211
B152JL,97843.0631
CH440DX,68104.91878
CH444DJ,83607.80413
CH621DZ,98467.35218
M307DD,88717.0178
NE177BY,49626.71574
NE177ES,97526.4321
NE177BZ,57175.51033
PL158QS,98444.33163
SA91EE,88122.09775
WA80AX,94089.07576
BD89EN,75576.20081
CA27AX,83019.62249
L115AU,86063.89641
L112TY,72639.52505
OL102BL,96574.72083
TF74AA,68875.31752
DH58AR,95356.82343
DH50NB,75411.28669
DY29SJ,96956.93304
DY49LS,78739.94259
DY49JH,96088.86289
FY83DH,90147.96014
HX29SE,80387.77838
LA158QL,83757.06058
NE372EN,97363.35526
OL79DN,68258.42615
SA152TS,87031.55715
HX28LJ,52003.95694
OL70HR,66744.37109
DH76NJ,67385.48696
DH79YW,61702.23065
NE242HB,56017.32807
YO111XR,95507.08595
LL546NW,95972.5673
LS103PF,83516.45268
SR31SF,96994.00401
BL53AH,86094.01094
DN172HZ,82523.04479
NE215EW,75500
NE214RG,84791.23533
NG181QX,81000
S264UP,85929.3071
M252WL,94519.41804
NE81QP,97155.16728
PR90SH,94810.04679
WA20NT,89747.70291
CH431XN,74056.16933
CO148PS,68493.97537
DL55LU,94539.98356
HU89BP,87000.89021
HX76NJ,98989.17014
NG208AU,84414.23421
NG42FG,97633.45279
ST12EB,85694.02677
TS14EZ,50602.72311
HU89QE,58338.62101
BB14LD,79385.22609
BD196DD,95616.60637
BD195DB,81008.1746
BD47HY,63038.27403
BD50PN,88813.6583
NE625ES,51688.72173
SK56RE,96758.61257
WV60XB,97197.96767
OL81SE,56194.75085
BL18JY,64013.15954
BL13AF,72588.65493
BL14BS,71722.09411
BL18LH,65554.36043
DL39XB,79079.17324
DN312RU,68277.71778
LL184DG,85994.63028
LL184PE,83295.99313
LL181PW,93343.69657
LL182BG,63189.42581
DN312BB,80289.49201
LN76NG,85947.35449
TF31LT,86751.48575
BL90RU,72634.20248
LL116UU,75029.94607
CH412QJ,79843.73521
CH415ET,57116.6299
L191QU,23956.37784
NE226JF,96701.71656
NG243BG,92284.84163
NG244BY,98830.10269
PO209BX,81523.18389
BD71QP,72919.91351
NR322HB,96801.09972
NR321JZ,96581.56496
NR322NZ,88530.0781
TQ28HL,91475.40741
DL146AT,63662.22616
DL148QJ,75320.64106
L150HU,66799.57733
SA129UE,70070.19958
WA20LP,39836.51448
MK56HH,74189.82622
OL126TQ,71245.82072
OL129SZ,86517.55524
BD157TS,92711.95213
CF340AJ,57063.24597
CF349YN,96624.16785
L138DE,73888.15923
NG219DW,79292.78796
SR84JR,92964.0184
SR84AQ,72341.64472
DN145HR,85096.86771
BD127DY,84872.25332
HU114JH,90000
HU92NU,68629.14049
HU93DJ,36747
NP45JD,88248.44294
OL68RY,97569.15596
NP46EJ,90919.02158
BD21BE,72590.69131
DE249LS,88957.5897
DH23QH,65084.65081
DH23QF,67585.69996
L56SB,77723.65919
L96BH,62952.10826
L97DB,67146.88235
LA184DX,43416.47958
TS274DQ,82268.18182
WA92DN,94804.57155
NN57LD,71323.12903
NP116PN,93320.75149
NP114FE,64422.69168
HU89BW,99046.65202
BB32AN,51415.76902
FY15QT,62819.74826
ST12DZ,86249.02313
ST37AZ,68053.29983
WF29QS,69937.82942
BD39DN,70483.4269
BD39DS,60263.39991
BD61DN,96083.15277
LS90NB,82500
NP246NL,56072.5004
SK153EE,84172.19121
CA289AS,66005.72161
CA288DR,84055.79109
CA286QB,70108.681
CA286DQ,73965.44805
CH51DQ,94291.87847
PE129ST,93821.15641
PE129BF,97826.71115
S445UA,91164.67162
SR32EY,80874.13108
OL70LQ,71047.13696
DL135LX,77903.97184
LA63HD,90283.72105
LL554EP,96888.77796
WF132DL,58624.14751
S728FE,72817.46204
CF328TF,85416.26516
DE554TQ,70877.86772
M408JN,76382.78804
WF104DJ,96735.93755
WF105SB,76333.33333
DL148BJ,67326.02137
DN158HJ,66579.66891
PR72BQ,88112.72351
NE625LP,69390.89314
LE29RS,97811.32012
SR40EW,70000
L353PD,91656.36955
L354NX,79155.65816
LL143PD,90808.28258
MK427HN,94100.13194
NE62EQ,70507.54876
NE62ED,70505.11443
NE64YD,52697.14069
BL34AU,58393.24031
CA144AG,79184.69592
CA145NA,78055.00542
HD59LX,86249.63881
M72DG,86499.86198
NG31PA,66944.94419
PO368AG,88083.33333
TQ148AU,99184.37851
TS39BJ,66384.61335
TS38HR,72506.42724
M73FT,95444.37035
CA26AH,75725.26933
HU95EX,77499.29895
HU94LX,58359.40581
LE29FA,97557.02969
CA12DN,48624.21132
CV33EQ,93095.08182
HX37HL,88236.25976
HX39LB,70803.49142
PL48LU,70812.31629
B100EE,87635.89122
CA93TN,81082.48243
L140NH,86363.52319
LE673NY,70422.24059
S432JN,81516.20153
S433QZ,72752.28829
BB102AF,82755.81016
SA147PR,88477.50937
TF27PB,68436.174
WA50LR,77697.71794
BD50NU,97138.11047
CF329AW,83721.86819
CF328EP,90551.36099
DH87RL,80715.29897
DH87RB,67939.77703
DL135PD,78316.66667
NN180EH,88314.33239
NP47JG,88347.52755
TS176HF,66766.72749
OX164QS,95336.37538
PO141LN,93332.79909
SA111JE,73629.2572
S138AE,78380.92694
NE156NT,60441.22596
NE159HQ,96739.31159
PR23YY,68052.66994
SY111LX,85629.933
BB101LR,86409.20221
LS133RQ,99330.85007
NE425BQ,83286.87169
TS103SA,95000
TS248EP,40168.50104
NE156QT,91819.46586
PO130TF,66898.01505
LL165SY,98067.80304
LS61PJ,23688.06939
NG199PG,76318.05385
S669PP,62633.69729
L300QG,87636.99072
S433JX,69518.14501
CA158QA,63624.11136
NG118QW,79609.10454
PE111SX,94526.4836
PE198TS,79067.63853
CA101BS,79076.73321
ST28DY,75393.85123
TS60TF,71636.44647
WN68EY,77090.05245
TS69RP,59286.05831
BL22DW,52595.18141
BL22EH,52450.00987
BL25LD,75484.21354
NE387PZ,91947.82604
S361AS,94805.86857
M278QF,86618.50919
OL14HT,79840.03351
SN13BG,37871.72956
WS113BN,74402.9669
NR94RF,95400
BB19AF,79317.59067
DH77AZ,69883.20306
DN161EA,72821.04051
DN161RS,71794.87532
LS85NY,59160.51535
L240TL,75438.80662
DH50EH,59195.51549
LL297LW,70679.74025
M276EG,95116.02318
S753LG,88836.20859
WV109SB,84312.79707
CF402TL,53713.74996
TS232RB,96427.86276
WN21HJ,70472.13502
PL53RW,68000
S50ES,71278.25992
ST50TH,57209.63093
ST56JU,89069.68735
BL48LJ,87744.42031
DY130DX,76960.45371
LL129NS,99981.62639
NG69GB,97384.11974
PL22EE,86306.53857
ST179SF,83762.46316
BL36YE,73719.35358
CH423XP,85847.28525
NG196PE,61491.25205
CH655EG,93943.59584
M242NY,96627.10985
M246FF,93832.5434
M245RN,77515.13878
M242BA,95590.49303
S87HA,82577.00087
S87JH,69886.1001
WF58QE,75280.57736
WF94DT,88406.66904
WF91BP,88531.91945
WF95AR,80410.05276
DN40TX,57311.52177
HD59LD,86286.4432
HU93RU,21600
PR75AZ,98108.64002
LL285AU,95293.86204
BL26HF,68205.29438
SA114LP,74314.23203
DN197QQ,77198.6187
NE48BB,83216.17295
CH425LA,46862.10877
CH426PD,63666.6328
LL146BE,57107.59545
NN27SD,71488.09217
WF14LQ,81968.90088
HU69DN,26075.14224
SA16NE,92731.10254
SA20GN,98319.24938
LA31TX,96585.60991
NE97AZ,57413.06875
B210PL,93621.93999
DN161JA,56358.97938
WN71RG,88681.66522
NE156HD,41398.88493
DY53YQ,95853.72865
CT27UQ,57500
NE83HF,68000
OL25PP,94917.50505
OL12NL,75828.10984
WS12HW,45343.05401
DN403HG,92062.22028
DN31BY,96000
L302RH,76981.33347
NE335HN,73312.70203
WF177DF,94569.67237
HX28HF,99593.39722
HX28SH,81826.27563
HX28BB,81263.95019
M111JW,93094.74638
WS31PU,82636.3558
DE554LB,84383.32681
FY44RX,41345.108
S802PN,49853.06877
AL100LR,90000
L217NN,89560.898
M144NE,75846.64095
NE156DD,66501.81605
CV65NN,83554.429
WA119RF,76671.00575
BA215NU,84014.4965
L82XU,74159.31519
LS133AD,74853.44332
TS103EU,91893.72858
NP235PB,95147.69852
NP234TB,51923.66194
S61FG,59480.31262
TS253AR,99648.6689
B798DW,77050.77074
OL115UU,83633.15362
DL150JL,49832.83256
M245WG,89138.19923
M246JW,79110.61762
TS12SH,56385.82073
WA88AJ,82202.25645
FY20RG,40351.64694
SO191AD,90673.08235
WN34UP,52445.54566
MK419QB,97651.38202
WN22NB,75692.04486
TF28EB,64416.63072
NE33SP,77159.77069
CW84ER,92640.87462
S402PZ,87866.12929
TS182HZ,49525.17637
ST57ET,93644.19178
NP202RT,74824.22695
TS253PT,48678.77445
M88NP,87500
S738NR,78753.30496
NG179JA,84428.12933
BB11TY,52651.01977
M130QS,96998.33938
NE62PN,89950
NE659JF,45154.21299
CF349AE,32500
NE638HW,92640.5926
NE630EP,79927.84952
WV131PB,73623.72483
BL36DU,56642.30769
PO77EW,73329.09496
HU74YH,67148.40384
L119AP,76010.00906
L116LU,92886.28592
M144JE,25000
ST74SA,78778.69441
HU68BZ,38904.11029
SR47HE,71219.13273
SR48AQ,81290.04431
CF484DU,51493.84809
SY134HE,92691.86973
NE52BU,49350.3699
B646DE,77631.64036
HU51JD,46057.94007
SR55RY,98058.70216
WS12HP,45000
SY162DH,50071.87023
OL79QN,55000
NE108JS,70000
CF484LZ,45231.81768
TR208JQ,53797.6842
WN25DQ,85000
2560,25000
75601,51493.84809
9017,25000
03060,51493.84809
3274,25000
56341,98058.70216
3514,98058.70216
0872,98058.70216
2775,78778.69441
9860,78778.69441
5104,45154.21299
0860,32500
5621,81290.04431
60280,81290.04431
3235,51493.84809
00850,25000
85040,48678.77445
9564,89950
TD154PA,52445.54566
29639,77050.77074
5540,40351.64694
3945,64416.63072
4741,76671.00575
5042,40351.64694
30312,89950
46359,48678.77445
62656,98058.70216
SG87NG,68000
25601,76671.00575
3116,78778.69441
60605,51493.84809
11648,69886.1001
2610,64416.63072
64106,78753.30496
34623,79927.84952
3130,38904.11029
06103,50071.87023
2350,21600
06460,52445.54566
5608,66894.83616
3272,62633.69729
55423,66894.83616
33300,45154.21299
48094,42000
4560,78753.30496
2721,73884.7589
4740,52445.54566
38440,21600
V2N4M6,38904.11029
0029,50071.87023
6424,32500
80210,68000
IV235BE,48507.56318
2575,66894.83616
4650,40351.64694
R3C4C6,25000
83132,77050.77074
6880,79927.84952
69800,52445.54566
93270,69886.1001
37850,21600
78382,51493.84809
7405,62633.69729
60191,63662.22616
95131,68053.29983
7100,42000
7106,89950
71022,77723.65919
PA353SY,48507.56318
3345,32500
3825,40351.64694
37130,42000
98158,79927.84952
18640,61491.25205
1577,72541.26857
57270,73884.7589
V0C1C0,21600
93030,69556.34595
01650,62633.69729
2446,74457.13749
3418,53279.80083
33610,71221.34246
2545,89950
87102,77723.65919
76801,77050.77074
5550,63662.22616
50401,32500
4010,74457.13749
01002,62633.69729
46601,53279.80083
97792,72541.26857
6479,61491.25205
83334,69556.34595
6535,77723.65919
5331,40168.50104
DE742GZ,42000
10561,74457.13749
52010,77050.77074
0820,61491.25205
74120,40168.50104
